epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
0,0.7773775458335876,0.8492180109024048,0.4711431860923767,0.7539824843406677,0.8537552952766418,0.5435878038406372
1,0.8273321390151978,0.8996954560279846,0.3902755081653595,0.7866151332855225,0.9118465781211853,0.5111749172210693
2,0.8500795364379883,0.9212639331817627,0.34760013222694397,0.7964549660682678,0.8986002802848816,0.4966389536857605
3,0.8621236085891724,0.9321816563606262,0.32269540429115295,0.8467219471931458,0.9245749115943909,0.3689725399017334
4,0.8712589740753174,0.9395081996917725,0.3045981824398041,0.7991819381713867,0.9244970679283142,0.4967038929462433
